book_title,book_author,book_translator,book_pub_date,book_isbn
창의융합 프로젝트 아이디어북 : Creative Convergence Capstone Design with PBL,조준동 ,,2015-06-10,9791156641858
클라이언트-서버 웹 앱 만들기: 자바와 자바스크립트로 배우는 모던 웹 앱 개발,캐지미어 새터노스 ,,2014-10-17,9788968481345
만들면서 배우는 안드로이드 게임 프로그래밍(개정판),황동윤 ,,2013-06-20,9788968480249
이공계생을 위한 확률과 통계 : Forward-Looking Probability and Statistics,안승철 ,,2014-07-10,9791156641223
"IT CookBook, 인터넷 이해와 활용 : 인터넷 기초부터 홈페이지 제작까지(개정2판)","안치현 , 김형철 ",,2014-03-12,9791156641056
"IT CookBook, 전기전자공학 개론(개정 5판)",Stan Gibilisco ,,2013-02-11,9788998756017
풀스택 개발자를 위한 MEAN 스택 입문,"애덤 브레츠 , 콜린 J. 이릭 ",,2015-08-27,9788968482182
"IT CookBook, 초보자의 첫 번째 컴퓨터와 인터넷 활용",최희식 ,,2009-11-05,9788979147001
"Blog2Book, 프로그래머가 몰랐던 멀티코어 CPU 이야기",김민장 ,,2010-05-20,9788979147407
"IT CookBook, RF 및 초고주파 공학",카이 창(Kai Chang) ,,2014-03-12,9791156641063
"IT CookBook, 회로이론 : Circuits","Fawwaz T. Ulaby , Michel M. Maharbiz ",,2014-07-22,9791156641193
IT EXPERT 윈도우 시스템 프로그램을 구현하는 기술,이호동 ,,2015-03-28,9788968481789
"하이브리드 앱을 구현하는 기술 : HTML5, 자바스크립트, 코도바(폰갭)로 만드는 안드로이드와 iOS 앱 개발","구보타 미츠노리 , 아시알 주식회사 ",,2015-02-17,9788968481680
초보자를 위한 안드로이드 스튜디오 : Hello World부터 채팅 앱과 벽돌깨기 게임까지,마츠오카 겐지 ,,2016-01-22,9788968482564
"모던 웹을 위한 Node.js 프로그래밍(개정판) : 페이스북, 월마트, 링크드인이 선택한 자바스크립트 + 노드제이에스 서버 프로그래밍",윤인성 ,,2013-09-03,9788968480430
"IT CookBook, 기초 회로이론(개정 2판)",최윤식 ,,2017-12-28,9791156643715
easy LED : 초보자를 위한 LED 가이드북,홍순관 ,,2017-01-02,9791156643005
뇌를 자극하는 윈도우즈 시스템 프로그래밍,윤성우 ,,2007-03-28,9788979144611
"MongoDB 몽고디비 완벽 가이드 : 페이스북, 트위터가 선택한 NoSQL의 진수를 만나다! (개정2판)",크리스티나 초도로우 ,,2014-04-24,9788968480959
"IT CookBook, 웹 기획 기초와 설계(개정판) : 웹 사이트, 인터페이스, 디자인",강은정 ,,2013-09-15,9788998756604
"IT CookBook, 최신 컴퓨터 구조","임석구 , 홍경호 ",,2019-08-17,9791156644569
"IT CookBook, 전기전자공학 개론(개정 6판)","Stan Gibilisco , Simon Monk ",,2017-11-30,9791156643661
"IT CookBook, C 언어로 배우는 8051 마이크로프로세서",임석구 ,,2014-07-28,9791156641278
"IT CookBook, 처음 만나는 회로이론",방성완 ,,2016-01-12,9791156642350
"IT CookBook, 디지털 논리회로 실험 : 120개의 기본 실험과 12개의 텀 프로젝트","임석구 , 홍경호 ",,2014-01-08,9788998756758
이것이 안드로이드다,박성근 ,,2014-08-25,9788968481178
리버스 엔지니어링 1권(파일 구조 편),이호동 ,,2016-09-28,9788968484872
리버스 엔지니어링 2권(디버거 편),이호동 ,,2017-03-01,9788968484810
"IT CookBook, 기초전자실험 : with PSpice",홍순관 ,,2013-03-19,9788998756123
"IT CookBook, New 데이터통신과 네트워킹 : 차세대 통신을 위한 밑그림",강문식 ,,2014-11-27,9791156641421
HBase 완벽 가이드: 하둡 환경에서 실시간 빅데이터 랜덤 엑세스를 제공하는 클라우드 NoSQL,라스 조지 ,,2013-01-26,9788979148381
유닉스 리눅스 셸 스크립트 예제 사전,오스미 유스케 ,,2015-08-27,9788968482137
누구나 쉽게 스칼라+플레이,고락윤 ,,2016-11-01,9788968484728
MongoDB 활용 가이드: 스케일링과 50가지 팁,크리스티나 초도로우 ,,2011-12-09,9788979148862
멀티 디바이스 UX 디자인 : 사물인터넷 생태계 경험을 지배하는 3가지 핵심 원리,미할 레빈 ,,2014-11-12,9788968481307
Designing Web Navigation : 사용자 경험 최적화를 위한 웹 내비게이션 설계 원칙,제임스 콜백 ,,2008-03-01,9788979145588
정유진의 웹 2.0 기획론: 강력한 웹 2.0 서비스를 만드는 13개의 키워드,정유진 ,,2006-12-15,8979144555
맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2020,"김덕영 , 심수진 , 윤성우 , 이수정 ",,2020-02-05,9791162242599
"IT CookBook, 디지털 논리회로(개정3판) : 이론, 실습, 시뮬레이션","임석구 , 홍경호 ",,2015-07-07,9791156641889
"IT CookBook, 디지털 논리회로(개정판) : 이론, 실습, 시뮬레이션","임석구 , 홍경호 ",,2013-03-20,9788998756147
MATLAB으로 배우는 공학 수치해석(개정판),방성완 ,,2018-07-20,9791156643999
"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",이상설 ,,2013-07-02,9788998756376
MongoDB 완벽 가이드 : NoSQL의 진수를 만나다!,"크리스티나 초도로우 , 마이클 디롤프 ",,2011-05-19,9788979148251
만들면서 배우는 HTML5 게임 프로그래밍: PC와 스마트폰을 한 번에 잡는 멀티 플랫폼 게임 프로그래밍,황동윤 ,,2013-06-22,9788968480225
"IT CookBook, 초연결 사회의 데이터통신과 네트워킹",강문식 ,,2020-06-30,9791156644927
모던 웹을 위한 실시간 사용자 경험(UX) 프로그래밍: 웹사이트에 인터랙티브를 더하는 마술,테드 로덴 ,,2012-05-04,9788979149159
실시간 분석의 모든 것: 스트리밍 데이터 분석 및 시각화 시스템 구축 가이드,바이런 엘리스 ,,2015-12-11,9788968482298
"IT CookBook, 전자회로 : 핵심 개념부터 응용까지","강문식 , 신경욱 ",,2013-07-25,9788998756482
사물 인터넷 · 웨어러블 Ver 0.9: 새로운 IT 플랫폼을 완성하는 서비스 기획 · UX 가이드,송태민 ,,2015-03-28,9788968481635
오래가는 UX 디자인: 모바일 시대의 제품 디자인 기본 원칙,반준철 ,,2013-01-24,9788979149982
린 UX : 린과 애자일 그리고 진화하는 사용자 경험,"제프 고델프 , 조시 세이던 ",,2013-10-25,9788968480485
맛있는 디자인 애프터 이펙트 CC 2020,이수정 ,,2020-03-13,9791162242902
MATLAB으로 배우는 공학수학 : Engineering Mathematics (개정판),소상균 ,,2018-04-05,9791156643869
스크럼 성공전략 : 성공하는 애자일을 위한 30가지 지름길,일란 골드스타인(Ilan Goldstein) ,,2014-09-02,9788968481239
"이것이 레디스다 : 초고속 읽기 쓰기를 제공하는 인메모리 기반 NoSQL, Redis",정경석 ,,2013-11-28,9788968480591
MATLAB으로 배우는 선형대수학 : Linear Algebra with MATLAB,"이광연 , 설한국 ",,2015-06-10,9791156641841
제대로 배우는 MATLAB,방성완 ,,2014-10-10,9791156641346
맛있는 디자인 프리미어 프로 CC 2020,"김덕영 , 심수진 , 윤성우 ",,2020-02-28,9791162242872
맛있는 디자인 애프터 이펙트 CC 2019,이수정 ,,2019-05-23,9791162241783
린 스타트업 실전 UX: 더 빠르고 스마트하게 일하는 린 UX 실행 전략,로라 클라인 ,,2014-09-28,9788968481086
맛있는 디자인 프리미어 프로 CC 2019 & 프리미어 러시,"김덕영 , 심수진 , 윤성우 ",,2019-04-30,9791162241806
모바일 보일러플레이트 : 모바일 웹 개발 실무를 위한 어비의 노하우,송태민 ,,2013-10-20,9788968486487
Windows 시스템 실행파일의 구조와 원리,이호동 ,,2005-05-25,897914332x
"IT CookBook, 단계별로 배우는 전자회로 실험 : 기본 소자부터 응용 회로까지",이강윤 ,,2014-06-05,9791156641117
맛있는 디자인 애프터 이펙트 CS6 & CC,이수정 ,,2014-11-21,9788968481420
"IT CookBook, 핵심이 보이는 전자회로",신경욱 ,,2014-07-22,9791156641308
"IT CookBook, 공업수학 : 기본 개념부터 응용까지",이준탁 ,,2015-02-16,9791156641742
"IT CookBook, CMOS 디지털 집적회로 설계 : 기본 이론부터 실습까지",신경욱 ,,2014-05-30,9791156641100
공학 기초수학 : Basic Mathematics for Engineering,함남우 ,,2014-07-07,9791156641179
기초 공업수학,마인숙 ,,2017-02-28,9791156642985
제대로 배우는 MATLAB&Simulink,방성완 ,,2020-03-05,9791156644828
"IT CookBook, 광통신 공학 : MATLAB과 함께하는 광통신 시스템",이종형 ,,2015-02-24,9791156641759
HTML5 보일러플레이트 : 크로스 브라우징과 반응형 웹을 위한 어비의 노하우,송태민 ,,2013-06-30,9788968486395
기초 선형대수학 : BASIC LINEAR ALGEBRA,"이광연 , 설한국 , 김진수 ",,2013-11-02,9788998756642
NCS를 기반으로 한 직무 기초수학,"이광연 , 조성훈 , 최상일 ",,2018-10-05,9791156644002
맛있는 디자인 애프터 이펙트 CC 2018,이수정 ,,2018-06-30,9791162240762
"IT CookBook, MATLAB으로 배우는 공학 수치해석",방성완 ,,2014-01-24,9788998756840
MATLAB으로 배우는 공학수학 : Engineering Mathematics,소상균 ,,2014-01-28,9788998756871
맛있는 디자인 인디자인 CC,황지완 ,,2016-02-19,9788968482427
공학 핵심수학 : Core Mathematics for Engineering,함남우 ,,2015-01-01,9791156641438
맛있는 디자인 프리미어 프로 CC 2018,"윤성우 , 김덕영 ",,2018-05-15,9791162240717
"IT CookBook, 디지털 집적회로 해석 및 설계","데이비드 하지즈 , 호레스 잭슨 , 레스베 살레 ",,2010-08-20,9788979147513
기초 미분적분학(개정판) : Pre Calculus,함남우 ,,2017-07-07,9791156643210
맛있는 디자인 드림위버 CC,"임화연 , 이해령 ",,2015-07-28,9788968482120
기초수학 : Basic Mathematics,"이재원 , 박성욱 ",,2014-03-21,9791156641087
최신 공학수학 with Sage Ⅰ,"이상구 , 김영록 , 박준현 , 김응기 , 이재화 ",,2016-01-12,9791156642091
공학 핵심수학(2판)  : 기초부터 심화까지 핵심만 쏙쏙,함남우 ,,2020-07-06,9791156644996
수식이 보이는 공학수학 : Engineering Mathematics,장윤석 ,,2013-03-07,9788998756062
맛있는 디자인 일러스트레이터 CC,빨간고래(박정아) ,,2014-10-16,9788968481284
"IT CookBook, 아날로그 CMOS 집적회로 설계 : Design of Analog CMOS Integrated Circuits",버자드 라자비(Behzad Razavi) ,,2009-05-15,9788979146721
린 고객 개발 : 고객의 지갑을 여는 제품 만들기,신디 앨버레즈 ,,2015-04-27,9788968481864
맛있는 디자인 포토샵 CC,"윤이사라(포완카) , 박효근 ",,2015-07-28,9788968482083
맛있는 디자인 포토샵&인디자인 CC 2018,"박효근 , 윤이사라(포완카) , 황지완 ",,2018-08-03,9791162240915
편집 디자인 강의 with 인디자인(10년차 디자이너에게 1:1로 배우는) (개정판),황지완 ,,2019-10-07,9791162242216
맛있는 디자인 프리미어 프로 CS6 & CC,"윤성우 , 김덕영 ",,2015-09-11,9788968482090
전공이 보이는 미분적분학: FOR ELECTRICAL & ELECTRONIC ENGINEERS,장윤석 ,,2015-05-30,9791156641827
기초 미분적분학 : Pre Calculus,함남우 ,,2014-01-28,9788998756819
린 마인드셋 : 린 스타트업을 위한 경영 철학,"메리 포펜딕 , 톰 포펜딕 ",,2014-04-02,9788968480928
린 분석 : 성공을 예측하는 31가지 사례와 13가지 패턴,"앨리스테어 크롤 , 벤저민 요스코비츠 ",,2014-01-02,9788968480690
생생한 사례로 배우는 확률과 통계,이재원 ,,2016-07-15,9791156642619
미적분학,"Carol Ash , Robert B. Ash ",,2016-01-21,9791156642343
맛있는 디자인 드림위버 CS6,임화연 ,,2012-10-18,9788979149654
맛있는 디자인 포토샵 CS6,"임화연 , 이세련 , 이해령 ",,2013-02-28,9788968480010
수식이 보이는 공학수학 : Engineering Mathematics (개정판),장윤석 ,,2018-06-20,9791156644026
이자론 중심으로 배우는 금융수학 : 보험계리사 시험 대비,이재원 ,,2014-10-10,9791156641315
확률과 통계 입문 : Basic Probability & Statistics,이재원 ,,2017-07-10,9791156643227
맛있는 디자인 포토샵 CC 2018,"윤이사라(포완카) , 박효근 ",,2018-02-05,9791162240465
기초수학 : Basic Mathematics(2판),이재원 ,,2020-01-10,9791156644811
실전 쇼핑몰 포토샵 북 : 상품 사진 보정부터 상세 페이지 제작까지 쇼핑몰 디자인의 모든 것,임화연 ,,2014-05-22,9788968480997
쇼핑몰 디자인 제작 북,"임화연 , 이해령 ",,2017-12-05,9791162240311
10년차 디자이너에게 1:1로 배우는 편집 디자인 강의+인디자인,황지완 ,,2014-04-28,9788968480935
최신 공학수학 with Sage Ⅱ,"이상구 , 김영록 , 박준현 , 김응기 , 이재화 ",,2016-01-12,9791156642107
쇼핑몰 디자인&제작북 with 포토샵+플래시+드림위버,임화연 ,,2011-03-21,9788979148213
맛있는 디자인 포토샵 & 드림위버 CC,"임화연 , 이해령 ",,2016-08-10,9788968484964
대학수학 Plus : University Mathematics,이재원 ,,2013-10-14,9788998756635
"IT CookBook, 핵심이 보이는 전자회로 with PSPICE(개정판)",신경욱 ,,2018-04-30,9791156643883
"IT CookBook, Play 포토샵",원다예 ,,2015-04-27,9791156641803
"IT CookBook, enjoy design 포토샵 CS6",이영주 ,,2013-07-28,9788998756352
내 일상을 꾸며주는 포토샵 CS6&CC,우보명(야우) ,,2013-12-26,9788968480744
불황을 이기는 색다른 쇼핑몰 COLOR & LAYOUT,"김정인 , 박혜진 , 라임기획 ",,2009-01-28,9788979146059
린 스타트업: 실리콘밸리를 뒤흔든 IT 창업 가이드,애시 모리아 ,,2012-11-17,9788979149692
공학도라면 반드시 알아야 할 최소한의 수학,John Bird ,,2017-09-30,9791156643333
포토샵 디자인 스타일북 : 6 TYPES 20 STYLES,김혜경 ,,2013-05-28,9788968480218
10년차 디자이너에게 1:1로 배우는 포토샵 디자인 강의,정다영 ,,2015-01-28,9788968481666
맛있는 디자인 포토샵 CC 2019,"윤이사라 , 김신애 ",,2019-03-29,9791162241677
맛있는 디자인 인디자인 CS6,황지완 ,,2012-11-28,9788979149814
엔지니어를 위한 데이터 시각화 :  D3.js로 배우는 데이터 시각화 이론과 12가지 사례,"모리후지 다이치 , 안티베이지안 ",,2015-04-27,9788968481918
"IT CookBook, 핵심이 보이는 전자회로 실험 with PSPICE",신경욱 ,,2017-11-30,9791156643654
"IT CookBook, design school 포토샵 CC 2019",이영주 ,,2019-04-19,9791156644453
데이터 시각화를 위한 데이터 인사이트 : 빅데이터를 바라보는 통찰의 눈,헌터 휘트니 ,,2014-04-18,9788968480942
마담의크스와 함께 하는 손글씨&동꼬 by 포토샵,"마담의크스 카페 , 네모기획 ",,2006-07-12,8979144261
"나에게, 포토샵: 생활 디자이너 7명이 들려주는 일상, 작업, 포토샵 이야기","김효정 , 김진숙 , 이지남 , 조영주 , 신동욱 , 최재연 , 조선진 ",,2013-03-25,9788968480096
뽀얀의 감성 일러스트레이션 : 포토샵과 일러스트레이터를 이용한 손 느낌 나는 일러스트 기법,뽀얀(김은혜) ,,2012-10-28,9788979149661
맛있는 디자인 포토샵 & 일러스트레이터 CC,"박정아 , 박효근 , 윤이사라(포완카) ",,2016-05-16,9788968482762
디자인 문구 실무 제작&디자인(7년차 디자이너 야우가 알려주는),우보명(야우) ,,2011-07-14,9788979148060
문과생도 이해하는 전기전자수학,야마시타 아키라 ,,2017-07-14,9791156643289
이것이 편집디자인이다: 편집디자이너가 알아야 할 모든 것,김덕희(CDM The Big) ,,2012-06-18,9788979149340
"IT CookBook, design school 포토샵 & 일러스트레이터 CC 2019",이영주 ,,2019-06-06,9791156644477
디자인 굿즈 만들기 with 포토샵&일러스트레이터,김신애 ,,2016-11-01,9788968484766
"IT CookBook, design school 일러스트레이터 CC",이영주 ,,2018-11-30,9791156643920
10년차 디자이너에게 1:1로 배우는 일러스트레이터 디자인 강의,장보경(앤하우스) ,,2014-01-08,9788968480768
비즈니스를 위한 데이터 과학 : 빅데이터를 바라보는 데이터 마이닝과 분석적 사고,"포스터 프로보스트 , 톰 포셋 ",,2014-06-24,9788968481093
뽀얀의 일러스트 하우스 by 포토샵,김은혜 ,,2007-12-11,9788979145205
쇼핑몰 창업+운영+제작 북(인터넷 쇼핑몰 대표 강사와 함께하는),"정희전 , 착한사진연구소(남상욱 ",,2012-05-24,9788979149173
스콧 켈비의 사진가를 위한 포토샵 CS6,스콧 켈비(Scott Kelby) ,,2013-07-09,9788968480324
Head First Data Analysis : 당신을 최고의 데이터 분석가로 이끌어줄 마법 같은 학습서,마이클 밀튼 ,,2013-04-11,9788968480119
뽀얀의 포토샵 일러스트 하우스 II 미술사 거장을 만나다,뽀얀(김은혜) ,,2010-04-23,9788979147360
"잰양, 티백, 앤하우스의 디자인문구 다락방","류재은 , 김신애 , 장보경 ",,2010-08-26,9788979147643
"IT CookBook, UI/UX 디자인 이론과 실습 with Adobe XD",이영주 ,,2020-01-06,9791156644651
비즈니스 활용 사례로 배우는 데이터 분석:R,"사카마키 류지 , 사토 요헤이 ",,2015-10-28,9788968482113
맛있는 디자인 포토샵 CC 2020,"윤이사라(포완카) , 김신애 ",,2020-03-06,9791162242865
회사에서 바로 통하는 포토샵 CS4,원다예 ,,2009-04-09,9788979146660
"IT CookBook, UI 디자인과 프로토타이핑을 위한 Adobe XD",이영주 ,,2020-01-06,9791156644750
아이벤의 블링블링 포토샵,"김현태 , 아이벤 포토샵 카페 ",,2009-09-28,9788979146929
"IT CookBook, 웹 디자인 이론과 실습",강은정 ,,2017-06-05,9791156643258
일러스트레이터 트레이닝 북: Illustrator Training Book,박혜진 삐딱대가리 ,,2009-01-28,9788979146240
"데이터과학 입문: 구글, MS, 이베이 데이터과학자에게 배우다","레이철 슈트 , 캐시 오닐 ",,2014-10-28,9788968481352
"IT CookBook, 모바일 & 데스크톱을 위한 웹 기획 프로세스",강은정 ,,2018-11-25,9791156644323
R로 배우는 데이터 분석 기본기 데이터 시각화 : 예제와 함수 중심으로 배우는 빅데이터 분석,후나오 노부오 ,,2014-01-02,9788968480645
"IT CookBook, enjoy design 일러스트레이터 CS6","김경진 , 김부치 ",,2014-01-03,9788998756727
실전 하둡 운용 가이드 : 대규모 하둡 클러스터 관리를 위한 필수 노하우,에릭 새머 ,,2013-07-24,9788968480300
데이터 분석을 통한 네트워크 보안 : IoT 시대에 맞는 상황 인식형 보안 구축하기,마이클 콜린스 ,,2016-03-28,9788968482588
스콧 켈비의 라이트룸 CC 킬러 팁 북,스콧 켈비(Scott Kelby) ,,2016-05-31,9788968482854
맵리듀스 디자인 패턴 : 하둡과 빅데이터에 효과적인 6가지 방법론과 26가지 실용 패턴,"도널드 마이너 , 아담 슈크 ",,2013-07-24,9788968480348
회사에서 바로 통하는 엑셀 실무 데이터 분석,최준선 ,,2012-11-20,9788979149807
포토샵 CS 디자인 스쿨(증보판),이문형 ,,2008-02-25,9788979145045
머하웃 완벽 가이드(Mahout in Action): 하둡에 딱 맞는 빅데이터를 활용한 기계학습,"션 오웬 , 로빈 애닐 , 테드더닝 , 엘렌 프리드만 ",,2012-10-23,9788979149609
좋은 사진을 만드는 김주원의 포토샵 사진 강의,김주원 ,,2012-05-14,9788979149265
공학도라면 반드시 알아야 할 최소한의 과학,John Bird ,,2018-12-21,9791156644040
파이썬을 활용한 베이지안 통계: 동전 던지기와 하키 승률로 배우는 데이터 분석,앨런 B. 다우니 ,,2014-07-14,9788968481147
호기심디테일의 포토샵 CS5,귀동걸(박귀염) ,,2012-01-05,9788979148893
Thinking About : PPL을 이용한 VC++ 병렬 프로그래밍(2판),김경진 ,,2014-03-17,9788968486548
하둡 완벽 가이드 : 클라우드 컴퓨팅 구축을 위한 실전 안내서(개정3판),톰 화이트 ,,2013-06-22,9788968480201
회사에서 바로 통하는 일러스트레이터 CS5,박혜진(삐딱대가리) ,,2011-04-28,9788979148244
좋은 사진을 만드는 김주원의 미러리스 & DSLR 사진강의,김주원 ,,2015-11-12,9788968482267
"IT CookBook, 우분투 리눅스(개정판)",이종원 ,,2018-02-20,9791156643821
하이브 완벽 가이드: 하둡을 이용한 SQL 기반 빅데이터 분석 도구,"에드워드 카프리올로 , 딘 웜플러 , 제이슨 러더글렌 ",,2013-03-28,9788968480072
이것이 리눅스다,우재남 ,,2015-06-25,9788968481963
좋은 사진을 만드는 김주원의 풍경사진,김주원 ,,2015-03-28,9788968481833
케스케이딩 완벽 가이드 : 빅데이터 분석을 위한 하둡 워크플로우 관리 도구,파코 네이선 ,,2014-01-17,9788968480775
맛있는 디자인 일러스트레이터 CS6,우보명 ,,2012-12-12,9788979149890
만들면서 배우는 기계 학습: 생각을 만드는 빅데이터 기술,오다카 토모히로 ,,2012-06-18,9788979149234
Head First Statistics: 실생활 예제로 배우는 정말 쉬운 통계 이야기,돈 그리피스 ,,2012-04-26,9788979147278
28일 동안 배우는 리눅스 서버 관리,카사노 히데마츠 ,,2014-09-28,9788968481215
맛있는 디자인 라이트룸 CC,김주원 ,,2019-08-01,9791162242056
"SWedu 011, 앱 인벤터(2판) : 쉽고 재미있게 만드는 앱 프로그래밍",이종원 ,,2020-02-21,9791156644873
Think Stats : 프로그래머를 위한 통계 및 데이터 분석 방법,앨런 B. 다우니 ,,2013-09-03,9788968486340
"IT CookBook, 유닉스 이론과 실습(3판)","이종원 , 윤소정 ",,2019-11-13,9791156644637
좋은 사진을 만드는 김주원의 DSLR 사진 입문  : 누구에게도 묻지 못했던 사진에 관한 87가지 질문,김주원 ,,2013-06-11,9788968480232
자바로 배우는 핵심 자료구조와 알고리즘,앨런 B. 다우니 ,,2018-06-01,9791162240847
"IT CookBook, 코틀린을 활용한 안드로이드 프로그래밍","우재남 , 유혜림 ",,2020-06-19,9791156644965
실전으로 배우는 발명·특허,윤상원 ,,2014-06-30,9791156641162
"IT CookBook, CentOS 리눅스",이종원 ,,2020-05-30,9791156644897
"창의와 혁신의 시크릿, 트리즈 : Training How To Think Inventively",김은경 ,,2015-07-10,9791156641902
Head First C : 내공 있는 C 프로그래머로 이끌어주는 착한 안내서,"데이빗 그리피스 , 돈 그리피스 ",,2012-11-08,9788979149760
Head First Android Development : 개념과 구조를 머릿속에 그려주는 안드로이드 개발 입문서(개정판),"돈 그리피스 , 데이비드 그리피스 ",,2018-07-15,9791162240953
애자일 개발과 스크럼 : 더 나은 자신과 팀을 위한 소프트웨어 개발 방법,"노나카 이쿠지로 , 히라나베 겐지 ",,2014-07-28,9788968481109
맥 쓰는 사람들의 macOS 모하비,고래돌이 ,,2018-10-10,9791162241219
창의적 공학설계(3판),김은경 ,,2020-07-10,9791156644934
"IT CookBook, 페도라 리눅스(개정판)",이종원 ,,2017-11-10,9791156641599
"IT CookBook, PHP 프로그래밍 입문(3판)",황재호 ,,2019-05-20,9791156644446
"IT CookBook, 자바 프로그래밍 바이블","오경주 , 염기호 , 정용훈 ",,2016-08-12,9791156642732
맥 사용자를 위한 엑셀+파워포인트+워드 2016 : Office for Mac,장경호 ,,2016-02-26,9788968482595
"자바 프로그래밍 면접, 이렇게 준비한다",노엘 마크엄 ,,2015-01-23,9788968481529
하둡 완벽 가이드(4판),톰 화이트 ,,2017-03-01,9788968484599
맥 쓰는 사람들과 함께하는 Mac OS X 바이블,고래돌이(김상우) ,,2015-01-27,9788968481628
맥 쓰는 사람들과 함께하는 macOS 하이 시에라,고래돌이 ,,2017-11-10,9791162240236
"SWedu, 앱 인벤터",이종원 ,,2018-06-04,9791156643968
도와주세요! 맥북이 생겼어요 : Mac OS X Yosemite 요세미티,김경범 ,,2014-11-28,9788968481338
맥 쓰는 사람들의 macOS 모하비,고래돌이 ,,2018-10-10,9791162241219
맥 쓰는 사람들과 함께하는 macOS 하이 시에라,고래돌이 ,,2017-11-10,9791162240236
맥 쓰는 사람들과 함께하는 macOS 시에라,고래돌이 ,,2017-02-15,9788968484582
이것이 C#이다,박상현 ,,2018-07-01,9791162240861
키노트 6.x 프레젠테이션 : 키노트 사용자를 위한 기본+활용법,윤춘근 ,,2014-06-20,9788968481123
"뇌를 자극하는 RedHat Fedora 리눅스 서버 & 네트워크, 3판",우재남 ,,2014-09-02,9788968481208
러닝 PHP,데이비드 스클라 ,,2017-04-01,9788968483486
뇌를 자극하는 파이썬 3,박상현 ,,2016-02-05,9788968482359
키노트 프레젠테이션(키노트 사용자를 위한 기본+활용법),윤춘근 ,,2011-11-21,9788979148787
"프로그래밍 면접, 이렇게 준비한다(3판)","존 몽건 , 에릭 기게리 , 노아 수요야넨 킨들러 ",,2014-02-28,9788968480843
클라우드 시스템을 관리하는 기술,"토머스 리몬첼리 , 스트래터 체일럽 , 크리스티나 호건 ",,2016-02-25,9788968482618
뇌를 자극하는 C 프로그래밍,서현우 ,,2005-10-01,8979143443
웹 엔지니어가 알아야 할 인프라의 기본,바바 토시아키 ,,2015-06-28,9788968482014
모던 웹을 위한 Node.js 프로그래밍 3판,윤인성 ,,2016-07-01,9788968482946
이것이 C 언어다,서현우 ,,2014-05-20,9788968481024
앱 인벤터 2 : 구글과 MIT 앱 인벤터 개발팀이 안내하는 안드로이드 프로그래밍,"David Wolber , Hal Abelson , Ellen Spertus , Liz Looney ",,2015-07-20,9791156641865
회사에서 바로 통하는 엑셀+파워포인트+워드 2013(개정판),"전미진 , 이화진 , 신면철 ",,2014-10-28,9788968481369
공학과 경영,김상균 ,,2016-07-07,9791156642626
혼자 공부하는 파이썬,윤인성 ,,2019-06-10,9791162241882
"IT CookBook, HTML5 웹 프로그래밍 입문(3판)",윤인성 ,,2019-07-20,9791156644552
